# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.72109
2000 -3.72257
3000 -3.72269
4000 -3.72278
5000 -3.72284
6000 -3.72312
7000 -3.723
8000 -3.72332
9000 -3.72323
10000 -3.72315
11000 -3.7233
12000 -3.72338
13000 -3.72318
14000 -3.72318
15000 -3.72304
16000 -3.72338
17000 -3.72379
18000 -3.72801
19000 -3.7298
20000 -3.72987
21000 -3.73015
22000 -3.73037
23000 -3.73061
24000 -3.73049
25000 -3.73045
26000 -3.73074
27000 -3.73092
28000 -3.73073
29000 -3.73116
30000 -3.73189
31000 -3.73283
32000 -3.73359
33000 -3.73385
34000 -3.7336
35000 -3.73357
36000 -3.73365
37000 -3.7335
38000 -3.73334
39000 -3.73338
40000 -3.73488
41000 -3.73965
42000 -3.74338
43000 -3.74589
44000 -3.74594
45000 -3.74618
46000 -3.74627
47000 -3.74618
48000 -3.74605
49000 -3.74631
50000 -3.74728
