# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.81481
2000 -3.81475
3000 -3.81359
4000 -3.81585
5000 -3.81521
6000 -3.8175
7000 -3.82036
8000 -3.82111
9000 -3.82158
10000 -3.82265
11000 -3.8244
12000 -3.82326
13000 -3.824
14000 -3.82615
15000 -3.82318
16000 -3.82668
17000 -3.82576
18000 -3.82524
19000 -3.82255
20000 -3.82377
21000 -3.82701
22000 -3.82738
23000 -3.8281
24000 -3.82712
25000 -3.8263
26000 -3.82733
27000 -3.82576
28000 -3.82743
29000 -3.82605
30000 -3.8273
31000 -3.82714
32000 -3.8255
33000 -3.82605
34000 -3.82508
35000 -3.82788
36000 -3.82942
37000 -3.83146
38000 -3.83052
39000 -3.83142
40000 -3.83279
41000 -3.83364
42000 -3.83136
43000 -3.83147
44000 -3.83246
45000 -3.82978
46000 -3.8319
47000 -3.83361
48000 -3.83157
49000 -3.83091
50000 -3.83341
