# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5819.82 12.719 22.03 20.7701
2000 5817.91 12.7177 22.0276 20.7679
3000 5825.18 12.7229 22.0367 20.7764
4000 5814.04 12.7148 22.0227 20.7632
5000 5812.67 12.7138 22.021 20.7616
6000 5826.94 12.7242 22.039 20.7785
7000 5817.19 12.7171 22.0267 20.767
8000 5814.78 12.7153 22.0236 20.764
9000 5818.15 12.7178 22.0279 20.7681
10000 5817.93 12.7177 22.0276 20.7679
11000 5815.76 12.7161 22.0249 20.7652
12000 5814.69 12.7153 22.0235 20.764
13000 5821.45 12.7202 22.0321 20.772
14000 5824.66 12.7226 22.0361 20.7759
15000 5827.28 12.7245 22.0394 20.7789
16000 5830.72 12.7269 22.0437 20.783
17000 5834.53 12.7297 22.0486 20.7876
18000 5830.82 12.727 22.0439 20.7832
19000 5833.04 12.7287 22.0467 20.7858
20000 5830.54 12.7268 22.0435 20.7829
21000 5834.32 12.7296 22.0483 20.7873
22000 5820.38 12.7195 22.0307 20.7708
23000 5827.15 12.7244 22.0392 20.7788
24000 5831.2 12.7273 22.0443 20.7836
25000 5827.2 12.7244 22.0393 20.7789
26000 5824.19 12.7222 22.0355 20.7753
27000 5827.46 12.7246 22.0396 20.7791
28000 5822.6 12.721 22.0335 20.7734
29000 5821.44 12.7202 22.0321 20.772
30000 5816.39 12.7165 22.0257 20.766
31000 5803.06 12.7068 22.0088 20.7501
32000 5814.76 12.7153 22.0236 20.7641
33000 5812.2 12.7135 22.0204 20.761
34000 5803.67 12.7073 22.0096 20.7509
35000 5807.13 12.7098 22.014 20.755
36000 5815.01 12.7155 22.024 20.7644
37000 5813.8 12.7147 22.0224 20.7629
38000 5820.83 12.7198 22.0313 20.7713
39000 5822.5 12.721 22.0334 20.7733
40000 5818.86 12.7183 22.0288 20.769
41000 5822.21 12.7208 22.033 20.7729
42000 5826.66 12.724 22.0386 20.7782
43000 5835.13 12.7302 22.0493 20.7883
44000 5840.06 12.7338 22.0555 20.7941
45000 5841.82 12.7351 22.0578 20.7963
46000 5846.03 12.7381 22.063 20.8012
47000 5839.16 12.7331 22.0544 20.7931
48000 5838.74 12.7328 22.0539 20.7926
49000 5838.2 12.7324 22.0532 20.7919
50000 5830.92 12.7271 22.044 20.7833
