# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5931.47 12.7999 22.17 20.9021
2000 5935.43 12.8027 22.1749 20.9067
3000 5932.15 12.8003 22.1707 20.9027
4000 5933.15 12.8011 22.1721 20.9041
5000 5941.55 12.8071 22.1825 20.9139
6000 5947.38 12.8113 22.1898 20.9208
7000 5933.14 12.8011 22.1721 20.904
8000 5938.97 12.8052 22.1793 20.9108
9000 5941.12 12.8068 22.182 20.9134
10000 5933.14 12.8011 22.1721 20.9041
11000 5925.6 12.7956 22.1627 20.8952
12000 5924.83 12.7951 22.1617 20.8943
13000 5918.02 12.7901 22.1532 20.8862
14000 5922.77 12.7936 22.1591 20.8918
15000 5922.96 12.7937 22.1594 20.8921
16000 5914.04 12.7873 22.1482 20.8815
17000 5921.77 12.7929 22.1579 20.8907
18000 5915.53 12.7884 22.1501 20.8834
19000 5931.64 12.8 22.1702 20.9023
20000 5924.51 12.7948 22.1613 20.8939
21000 5928.62 12.7978 22.1664 20.8987
22000 5924.74 12.795 22.1615 20.8941
23000 5930.36 12.7991 22.1686 20.9008
24000 5922.89 12.7937 22.1593 20.892
25000 5926.63 12.7964 22.164 20.8964
26000 5929.72 12.7986 22.1678 20.9
27000 5928.03 12.7974 22.1657 20.8981
28000 5934.17 12.8018 22.1734 20.9053
29000 5931.53 12.7999 22.1701 20.9021
30000 5934.54 12.8021 22.1738 20.9057
31000 5937.34 12.8041 22.1773 20.909
32000 5943.16 12.8083 22.1846 20.9158
33000 5954.35 12.8163 22.1985 20.929
34000 5945.31 12.8098 22.1872 20.9183
35000 5949.13 12.8125 22.1919 20.9227
36000 5956.5 12.8178 22.2011 20.9314
37000 5950.23 12.8133 22.1933 20.9241
38000 5947.44 12.8113 22.1899 20.9208
39000 5951.01 12.8139 22.1943 20.925
40000 5943.43 12.8084 22.1849 20.9161
41000 5942.21 12.8076 22.1834 20.9147
42000 5942.77 12.808 22.1841 20.9153
43000 5949.86 12.8131 22.1929 20.9236
44000 5951.24 12.814 22.1946 20.9252
45000 5949.07 12.8125 22.1918 20.9227
46000 5949.33 12.8127 22.1922 20.923
47000 5945.56 12.81 22.1875 20.9186
48000 5957.33 12.8184 22.2022 20.9324
49000 5959.42 12.8199 22.2048 20.9349
50000 5957.77 12.8187 22.2027 20.9329
