# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.81094
2000 -3.81096
3000 -3.81063
4000 -3.81167
5000 -3.8112
6000 -3.80917
7000 -3.80974
8000 -3.80962
9000 -3.8094
10000 -3.80939
11000 -3.80799
12000 -3.80928
13000 -3.81143
14000 -3.81332
15000 -3.81421
16000 -3.81452
17000 -3.81547
18000 -3.81603
19000 -3.81551
20000 -3.81505
21000 -3.8158
22000 -3.81696
23000 -3.81547
24000 -3.81508
25000 -3.81577
26000 -3.81616
27000 -3.8156
28000 -3.81579
29000 -3.81763
30000 -3.81704
31000 -3.81623
32000 -3.81639
33000 -3.81611
34000 -3.81682
35000 -3.81712
36000 -3.81793
37000 -3.81877
38000 -3.81861
39000 -3.81698
40000 -3.81804
41000 -3.81827
42000 -3.81872
43000 -3.81985
44000 -3.82019
45000 -3.82021
46000 -3.81961
47000 -3.8204
48000 -3.82045
49000 -3.81989
50000 -3.81997
