# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.84868
2000 -3.84861
3000 -3.84889
4000 -3.84905
5000 -3.8497
6000 -3.8506
7000 -3.84974
8000 -3.85033
9000 -3.84924
10000 -3.84917
11000 -3.85027
12000 -3.85002
13000 -3.8505
14000 -3.851
15000 -3.85085
16000 -3.85063
17000 -3.8509
18000 -3.85041
19000 -3.8508
20000 -3.85031
21000 -3.85114
22000 -3.85074
23000 -3.85152
24000 -3.85245
25000 -3.85271
26000 -3.85227
27000 -3.85248
28000 -3.8539
29000 -3.85572
30000 -3.85632
31000 -3.85597
32000 -3.85639
33000 -3.85617
34000 -3.85656
35000 -3.85721
36000 -3.856
37000 -3.85771
38000 -3.85644
39000 -3.85683
40000 -3.85771
41000 -3.85831
42000 -3.85963
43000 -3.86034
44000 -3.86018
45000 -3.86125
46000 -3.86188
47000 -3.86116
48000 -3.86207
49000 -3.86227
50000 -3.8621
