# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6030.13 12.8704 22.2923 21.0174
2000 6030.11 12.8704 22.2923 21.0173
3000 6029.54 12.87 22.2915 21.0167
4000 6031.18 12.8712 22.2936 21.0186
5000 6030.88 12.871 22.2932 21.0182
6000 6031.57 12.8715 22.2941 21.019
7000 6029.58 12.8701 22.2916 21.0167
8000 6029.21 12.8698 22.2911 21.0163
9000 6029.02 12.8697 22.2909 21.0161
10000 6028.88 12.8696 22.2907 21.0159
11000 6031.88 12.8717 22.2944 21.0194
12000 6031.71 12.8716 22.2942 21.0192
13000 6030.72 12.8709 22.293 21.018
14000 6031.1 12.8711 22.2935 21.0185
15000 6034.33 12.8734 22.2975 21.0222
16000 6031.44 12.8714 22.2939 21.0189
17000 6029.87 12.8703 22.292 21.0171
18000 6027.08 12.8683 22.2885 21.0138
19000 6030.42 12.8707 22.2926 21.0177
20000 6031.09 12.8711 22.2935 21.0185
21000 6029.61 12.8701 22.2916 21.0167
22000 6028.61 12.8694 22.2904 21.0156
23000 6030 12.8704 22.2921 21.0172
24000 6028.76 12.8695 22.2906 21.0158
25000 6030.12 12.8704 22.2923 21.0173
26000 6029.14 12.8697 22.2911 21.0162
27000 6029.78 12.8702 22.2918 21.0169
28000 6030.52 12.8707 22.2928 21.0178
29000 6029.52 12.87 22.2915 21.0167
30000 6030.75 12.8709 22.293 21.0181
31000 6031.59 12.8715 22.2941 21.0191
32000 6028.42 12.8692 22.2902 21.0154
33000 6031.71 12.8716 22.2942 21.0192
34000 6031.24 12.8712 22.2936 21.0186
35000 6030.45 12.8707 22.2927 21.0177
36000 6031.78 12.8716 22.2943 21.0193
37000 6033.6 12.8729 22.2965 21.0214
38000 6031.35 12.8713 22.2938 21.0188
39000 6030.81 12.8709 22.2931 21.0181
40000 6031.76 12.8716 22.2943 21.0192
41000 6030.84 12.871 22.2932 21.0182
42000 6030.68 12.8708 22.293 21.018
43000 6029.34 12.8699 22.2913 21.0164
44000 6028.43 12.8692 22.2902 21.0154
45000 6027.84 12.8688 22.2895 21.0147
46000 6026.78 12.8681 22.2881 21.0135
47000 6028.85 12.8695 22.2907 21.0159
48000 6029.04 12.8697 22.2909 21.0161
49000 6029.34 12.8699 22.2913 21.0164
50000 6030.93 12.871 22.2933 21.0183
