# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 11463.1 22.5476 22.5476 22.5476
2000 11461.8 22.5467 22.5467 22.5467
3000 11464 22.5482 22.5482 22.5482
4000 11459.6 22.5454 22.5454 22.5454
5000 11462.2 22.547 22.547 22.547
6000 11453.5 22.5413 22.5413 22.5413
7000 11454.3 22.5418 22.5418 22.5418
8000 11457.1 22.5437 22.5437 22.5437
9000 11458.2 22.5444 22.5444 22.5444
10000 11454.3 22.5419 22.5419 22.5419
11000 11457.4 22.5439 22.5439 22.5439
12000 11451.4 22.5399 22.5399 22.5399
13000 11452.3 22.5405 22.5405 22.5405
14000 11459.6 22.5453 22.5453 22.5453
15000 11458.4 22.5445 22.5445 22.5445
16000 11455.2 22.5424 22.5424 22.5424
17000 11460.8 22.5461 22.5461 22.5461
18000 11455.2 22.5425 22.5425 22.5425
19000 11459 22.5449 22.5449 22.5449
20000 11458.4 22.5445 22.5445 22.5445
21000 11458.6 22.5447 22.5447 22.5447
22000 11459.2 22.5451 22.5451 22.5451
23000 11455.2 22.5424 22.5424 22.5424
24000 11458.6 22.5447 22.5447 22.5447
25000 11457.2 22.5437 22.5437 22.5437
26000 11460.5 22.5459 22.5459 22.5459
27000 11458.2 22.5444 22.5444 22.5444
28000 11456.7 22.5434 22.5434 22.5434
29000 11459.5 22.5452 22.5452 22.5452
30000 11459.9 22.5455 22.5455 22.5455
31000 11456.2 22.5431 22.5431 22.5431
32000 11456.1 22.543 22.543 22.543
33000 11456.5 22.5433 22.5433 22.5433
34000 11458.1 22.5444 22.5444 22.5444
35000 11455.8 22.5428 22.5428 22.5428
36000 11458.2 22.5444 22.5444 22.5444
37000 11458 22.5442 22.5442 22.5442
38000 11459.6 22.5453 22.5453 22.5453
39000 11458.3 22.5444 22.5444 22.5444
40000 11457.7 22.544 22.544 22.544
41000 11457.2 22.5438 22.5438 22.5438
42000 11458.4 22.5445 22.5445 22.5445
43000 11458.7 22.5447 22.5447 22.5447
44000 11456 22.543 22.543 22.543
45000 11458.7 22.5447 22.5447 22.5447
46000 11457.8 22.5442 22.5442 22.5442
47000 11457.5 22.5439 22.5439 22.5439
48000 11458.4 22.5445 22.5445 22.5445
49000 11457 22.5436 22.5436 22.5436
50000 11456.3 22.5432 22.5432 22.5432
