# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.14302
2000 -4.14311
3000 -4.14383
4000 -4.14234
5000 -4.14345
6000 -4.14447
7000 -4.14451
8000 -4.14454
9000 -4.14538
10000 -4.14682
11000 -4.14568
12000 -4.14815
13000 -4.14893
14000 -4.14911
15000 -4.14967
16000 -4.15113
17000 -4.15315
18000 -4.15558
19000 -4.15657
20000 -4.156
21000 -4.15688
22000 -4.15927
23000 -4.15967
24000 -4.16028
25000 -4.16461
26000 -4.16478
27000 -4.16483
28000 -4.16557
29000 -4.16588
30000 -4.16647
31000 -4.16872
32000 -4.16883
33000 -4.16936
34000 -4.16919
35000 -4.16796
36000 -4.16872
37000 -4.16823
38000 -4.16812
39000 -4.16816
40000 -4.16881
41000 -4.16917
42000 -4.16998
43000 -4.17096
44000 -4.17263
45000 -4.1716
46000 -4.17155
47000 -4.17225
48000 -4.17229
49000 -4.17222
50000 -4.17336
