# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6182.47 12.9779 22.4784 21.1928
2000 6187.95 12.9818 22.4851 21.1991
3000 6184.92 12.9796 22.4814 21.1956
4000 6194.94 12.9866 22.4935 21.2071
5000 6189.67 12.9829 22.4871 21.2011
6000 6192.3 12.9848 22.4903 21.2041
7000 6191.06 12.9839 22.4888 21.2026
8000 6184.84 12.9795 22.4812 21.1955
9000 6183.32 12.9785 22.4794 21.1938
10000 6188.18 12.9819 22.4853 21.1993
11000 6190.22 12.9833 22.4878 21.2017
12000 6172.07 12.9706 22.4658 21.181
13000 6164.48 12.9653 22.4566 21.1723
14000 6171.76 12.9704 22.4654 21.1806
15000 6164.91 12.9656 22.4571 21.1727
16000 6170.46 12.9695 22.4639 21.1791
17000 6166.33 12.9666 22.4589 21.1744
18000 6160.45 12.9625 22.4517 21.1677
19000 6164.49 12.9653 22.4566 21.1722
20000 6160.21 12.9623 22.4514 21.1674
21000 6150.1 12.9552 22.4391 21.1558
22000 6157.78 12.9606 22.4485 21.1646
23000 6161.73 12.9634 22.4532 21.1691
24000 6156.78 12.9599 22.4473 21.1635
25000 6150.47 12.9555 22.4395 21.1562
26000 6166.73 12.9669 22.4593 21.1749
27000 6171.56 12.9703 22.4652 21.1804
28000 6176.22 12.9735 22.4708 21.1857
29000 6176.44 12.9737 22.4711 21.1859
30000 6170.41 12.9694 22.4637 21.179
31000 6175.29 12.9729 22.4697 21.1846
32000 6165.32 12.9659 22.4576 21.1732
33000 6169.57 12.9689 22.4628 21.1781
34000 6158.08 12.9608 22.4488 21.165
35000 6163.05 12.9643 22.4548 21.1706
36000 6159.51 12.9618 22.4504 21.1665
37000 6161.71 12.9634 22.4532 21.1691
38000 6172.45 12.9709 22.4663 21.1814
39000 6169.1 12.9686 22.4622 21.1776
40000 6162 12.9636 22.4535 21.1694
41000 6159.98 12.9622 22.4511 21.1671
42000 6158.32 12.961 22.4491 21.1652
43000 6147.48 12.9534 22.4359 21.1528
44000 6164.82 12.9656 22.457 21.1727
45000 6156.61 12.9598 22.447 21.1633
46000 6162.28 12.9637 22.4539 21.1697
47000 6170.33 12.9694 22.4637 21.179
48000 6166.88 12.967 22.4595 21.175
49000 6167.67 12.9675 22.4605 21.1759
50000 6165.67 12.9662 22.458 21.1736
