# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.19998
2000 -4.19993
3000 -4.20011
4000 -4.19901
5000 -4.1991
6000 -4.19949
7000 -4.1991
8000 -4.1998
9000 -4.19958
10000 -4.19886
11000 -4.19945
12000 -4.19943
13000 -4.19898
14000 -4.20021
15000 -4.19972
16000 -4.20006
17000 -4.20058
18000 -4.20093
19000 -4.2003
20000 -4.201
21000 -4.19992
22000 -4.20063
23000 -4.20056
24000 -4.20031
25000 -4.20059
26000 -4.20092
27000 -4.20134
28000 -4.20118
29000 -4.20075
30000 -4.20172
31000 -4.20179
32000 -4.20138
33000 -4.20097
34000 -4.20134
35000 -4.20145
36000 -4.20168
37000 -4.20133
38000 -4.20073
39000 -4.20118
40000 -4.20217
41000 -4.20114
42000 -4.20162
43000 -4.20151
44000 -4.20189
45000 -4.20269
46000 -4.20167
47000 -4.20225
48000 -4.20278
49000 -4.20198
50000 -4.20191
