# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.18025
2000 -4.17967
3000 -4.18051
4000 -4.17955
5000 -4.18076
6000 -4.18126
7000 -4.18062
8000 -4.18003
9000 -4.17861
10000 -4.17967
11000 -4.18123
12000 -4.18014
13000 -4.18114
14000 -4.17982
15000 -4.18071
16000 -4.1803
17000 -4.17926
18000 -4.18127
19000 -4.17927
20000 -4.18071
21000 -4.18021
22000 -4.18177
23000 -4.18164
24000 -4.18158
25000 -4.18021
26000 -4.18016
27000 -4.17915
28000 -4.1796
29000 -4.17976
30000 -4.18008
31000 -4.18043
32000 -4.17962
33000 -4.17942
34000 -4.1796
35000 -4.17983
36000 -4.18007
37000 -4.18036
38000 -4.17876
39000 -4.18126
40000 -4.17971
41000 -4.17911
42000 -4.17825
43000 -4.17964
44000 -4.18035
45000 -4.17959
46000 -4.18038
47000 -4.18092
48000 -4.18134
49000 -4.17983
50000 -4.18045
