# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.10259
2000 -4.10352
3000 -4.10445
4000 -4.1049
5000 -4.10896
6000 -4.11261
7000 -4.11436
8000 -4.11454
9000 -4.11484
10000 -4.11709
11000 -4.11709
12000 -4.11725
13000 -4.11902
14000 -4.12123
15000 -4.12301
16000 -4.12319
17000 -4.12291
18000 -4.12265
19000 -4.12296
20000 -4.12368
21000 -4.12378
22000 -4.12387
23000 -4.12417
24000 -4.12422
25000 -4.1242
26000 -4.12434
27000 -4.12397
28000 -4.12373
29000 -4.12409
30000 -4.12408
31000 -4.1245
32000 -4.12508
33000 -4.12487
34000 -4.12502
35000 -4.12466
36000 -4.12482
37000 -4.12469
38000 -4.12478
39000 -4.12486
40000 -4.12465
41000 -4.12475
42000 -4.1245
43000 -4.1249
44000 -4.12503
45000 -4.12477
46000 -4.12495
47000 -4.12505
48000 -4.12531
49000 -4.12546
50000 -4.12587
