# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.19723
2000 -4.1965
3000 -4.19801
4000 -4.20023
5000 -4.20216
6000 -4.20192
7000 -4.2035
8000 -4.2032
9000 -4.20374
10000 -4.20204
11000 -4.20263
12000 -4.20177
13000 -4.20463
14000 -4.20608
15000 -4.20951
16000 -4.20934
17000 -4.20905
18000 -4.20786
19000 -4.21177
20000 -4.21144
21000 -4.21355
22000 -4.21398
23000 -4.21214
24000 -4.2145
25000 -4.21555
26000 -4.21253
27000 -4.21343
28000 -4.21422
29000 -4.21739
30000 -4.21843
31000 -4.21888
32000 -4.21817
33000 -4.2182
34000 -4.21864
35000 -4.21857
36000 -4.21648
37000 -4.21761
38000 -4.21908
39000 -4.21912
40000 -4.21735
41000 -4.21656
42000 -4.21937
43000 -4.21821
44000 -4.22064
45000 -4.22043
46000 -4.22097
47000 -4.2214
48000 -4.22115
49000 -4.22137
50000 -4.22159
