# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.60699
2000 -3.60816
3000 -3.60875
4000 -3.61011
5000 -3.60967
6000 -3.61057
7000 -3.61059
8000 -3.61043
9000 -3.60976
10000 -3.61075
11000 -3.61066
12000 -3.60941
13000 -3.60969
14000 -3.60972
15000 -3.60968
16000 -3.60961
17000 -3.60937
18000 -3.60963
19000 -3.60911
20000 -3.61057
21000 -3.61066
22000 -3.6109
23000 -3.61105
24000 -3.60948
25000 -3.60937
26000 -3.6103
27000 -3.60886
28000 -3.60975
29000 -3.60916
30000 -3.61068
31000 -3.61204
32000 -3.61262
33000 -3.61162
34000 -3.61246
35000 -3.61324
36000 -3.61231
37000 -3.61339
38000 -3.61291
39000 -3.61183
40000 -3.61151
41000 -3.61198
42000 -3.61315
43000 -3.61223
44000 -3.61245
45000 -3.61376
46000 -3.61387
47000 -3.61618
48000 -3.61507
49000 -3.61642
50000 -3.61569
