# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.53856
2000 -3.54248
3000 -3.5465
4000 -3.54863
5000 -3.54884
6000 -3.54868
7000 -3.54872
8000 -3.5487
9000 -3.54859
10000 -3.54886
11000 -3.54892
12000 -3.54894
13000 -3.54886
14000 -3.54878
15000 -3.54889
16000 -3.54883
17000 -3.54893
18000 -3.54941
19000 -3.54941
20000 -3.54937
21000 -3.54929
22000 -3.54943
23000 -3.54915
24000 -3.54943
25000 -3.54922
26000 -3.54916
27000 -3.5492
28000 -3.54911
29000 -3.54937
30000 -3.54922
31000 -3.54945
32000 -3.54933
33000 -3.54942
34000 -3.54912
35000 -3.54913
36000 -3.54935
37000 -3.54928
38000 -3.54913
39000 -3.54923
40000 -3.54894
41000 -3.54917
42000 -3.5491
43000 -3.54931
44000 -3.54957
45000 -3.54933
46000 -3.54916
47000 -3.54908
48000 -3.5489
49000 -3.54902
50000 -3.54917
