# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.57935
2000 -3.57844
3000 -3.57966
4000 -3.58236
5000 -3.5816
6000 -3.58351
7000 -3.58607
8000 -3.58537
9000 -3.58736
10000 -3.58963
11000 -3.58872
12000 -3.58871
13000 -3.58722
14000 -3.59137
15000 -3.59093
16000 -3.59649
17000 -3.59457
18000 -3.59604
19000 -3.59649
20000 -3.59725
21000 -3.59632
22000 -3.59551
23000 -3.59622
24000 -3.59422
25000 -3.59413
26000 -3.59839
27000 -3.59841
28000 -3.60365
29000 -3.60441
30000 -3.60218
31000 -3.60385
32000 -3.60378
33000 -3.6021
34000 -3.60489
35000 -3.60461
36000 -3.60631
37000 -3.60795
38000 -3.60699
39000 -3.60836
40000 -3.60756
41000 -3.60802
42000 -3.60789
43000 -3.60741
44000 -3.60869
45000 -3.60784
46000 -3.60686
47000 -3.6071
48000 -3.60992
49000 -3.60986
50000 -3.60595
