# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.57915
2000 -3.57941
3000 -3.57959
4000 -3.58107
5000 -3.5809
6000 -3.5811
7000 -3.58013
8000 -3.58011
9000 -3.57992
10000 -3.58028
11000 -3.58195
12000 -3.58295
13000 -3.58317
14000 -3.58435
15000 -3.58808
16000 -3.58932
17000 -3.59085
18000 -3.59688
19000 -3.59781
20000 -3.59681
21000 -3.5967
22000 -3.59823
23000 -3.59933
24000 -3.6005
25000 -3.60124
26000 -3.60181
27000 -3.60047
28000 -3.602
29000 -3.60307
30000 -3.60186
31000 -3.60131
32000 -3.60264
33000 -3.6035
34000 -3.60357
35000 -3.60454
36000 -3.60626
37000 -3.60635
38000 -3.60728
39000 -3.60651
40000 -3.60678
41000 -3.6077
42000 -3.60727
43000 -3.60957
44000 -3.61001
45000 -3.60902
46000 -3.6087
47000 -3.60971
48000 -3.61118
49000 -3.61117
50000 -3.61131
