# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.62609
2000 -3.62639
3000 -3.62661
4000 -3.62686
5000 -3.62684
6000 -3.62777
7000 -3.62753
8000 -3.6276
9000 -3.62765
10000 -3.62729
11000 -3.62753
12000 -3.62793
13000 -3.62801
14000 -3.62759
15000 -3.6268
16000 -3.6276
17000 -3.62813
18000 -3.62847
19000 -3.6294
20000 -3.62843
21000 -3.62938
22000 -3.62995
23000 -3.62991
24000 -3.62959
25000 -3.62941
26000 -3.6291
27000 -3.62895
28000 -3.6293
29000 -3.6292
30000 -3.63003
31000 -3.63035
32000 -3.63002
33000 -3.63002
34000 -3.62991
35000 -3.62999
36000 -3.62954
37000 -3.62883
38000 -3.63012
39000 -3.62961
40000 -3.62948
41000 -3.62905
42000 -3.62956
43000 -3.62962
44000 -3.62993
45000 -3.6303
46000 -3.62966
47000 -3.62943
48000 -3.63019
49000 -3.63055
50000 -3.63086
