# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.52706
2000 -3.5269
3000 -3.52698
4000 -3.52751
5000 -3.52713
6000 -3.52729
7000 -3.52745
8000 -3.52732
9000 -3.52736
10000 -3.52738
11000 -3.52748
12000 -3.52721
13000 -3.52716
14000 -3.5274
15000 -3.52729
16000 -3.5271
17000 -3.527
18000 -3.52719
19000 -3.5272
20000 -3.52727
21000 -3.52721
22000 -3.52693
23000 -3.527
24000 -3.52709
25000 -3.52704
26000 -3.52704
27000 -3.52699
28000 -3.52715
29000 -3.52703
30000 -3.52705
31000 -3.52725
32000 -3.5269
33000 -3.52744
34000 -3.52758
35000 -3.52767
36000 -3.52726
37000 -3.5283
38000 -3.52825
39000 -3.52834
40000 -3.52819
41000 -3.52815
42000 -3.52819
43000 -3.52833
44000 -3.52824
45000 -3.52781
46000 -3.52838
47000 -3.52826
48000 -3.52824
49000 -3.52831
50000 -3.52843
