# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5742.36 12.6624 21.9319 20.6775
2000 5728.14 12.6519 21.9137 20.6604
3000 5700.46 12.6315 21.8784 20.6271
4000 5686.97 12.6215 21.8611 20.6109
5000 5701.18 12.632 21.8792 20.6279
6000 5671.86 12.6103 21.8417 20.5926
7000 5657.28 12.5995 21.8229 20.5748
8000 5672.62 12.6109 21.8427 20.5935
9000 5654.84 12.5977 21.8198 20.5719
10000 5663.94 12.6044 21.8315 20.583
11000 5665.28 12.6054 21.8333 20.5846
12000 5648.49 12.593 21.8117 20.5642
13000 5642.75 12.5887 21.8042 20.5572
14000 5636.91 12.5844 21.7968 20.5502
15000 5638.59 12.5856 21.7989 20.5522
16000 5638.88 12.5858 21.7993 20.5526
17000 5628.1 12.5778 21.7854 20.5395
18000 5617.12 12.5696 21.7712 20.5261
19000 5626.47 12.5766 21.7833 20.5375
20000 5618.1 12.5704 21.7725 20.5273
21000 5603.8 12.5597 21.754 20.5099
22000 5607.03 12.5621 21.7581 20.5138
23000 5618.16 12.5704 21.7726 20.5274
24000 5609.97 12.5643 21.7619 20.5174
25000 5613.21 12.5667 21.7662 20.5214
26000 5620.4 12.5721 21.7754 20.5301
27000 5621.73 12.5731 21.7772 20.5317
28000 5602.56 12.5587 21.7524 20.5083
29000 5606.01 12.5613 21.7569 20.5126
30000 5617.51 12.5699 21.7717 20.5266
31000 5604.45 12.5602 21.7548 20.5106
32000 5590.71 12.5499 21.737 20.4939
33000 5610.43 12.5646 21.7626 20.5179
34000 5608.45 12.5631 21.76 20.5155
35000 5610.86 12.5649 21.7631 20.5185
36000 5615.05 12.5681 21.7685 20.5236
37000 5619.88 12.5717 21.7748 20.5295
38000 5604.19 12.56 21.7545 20.5104
39000 5615.49 12.5684 21.7691 20.5241
40000 5617.74 12.5701 21.772 20.5268
41000 5622.3 12.5735 21.7779 20.5324
42000 5616.56 12.5692 21.7705 20.5254
43000 5633.54 12.5819 21.7924 20.5461
44000 5619.6 12.5715 21.7744 20.5291
45000 5609.4 12.5639 21.7612 20.5167
46000 5616.98 12.5695 21.771 20.5259
47000 5630.08 12.5793 21.7879 20.5418
48000 5608.36 12.5631 21.7599 20.5154
49000 5615.84 12.5686 21.7695 20.5245
50000 5625.64 12.576 21.7822 20.5365
