# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.15894
2000 -4.15987
3000 -4.16181
4000 -4.16195
5000 -4.16257
6000 -4.16412
7000 -4.16302
8000 -4.16394
9000 -4.16596
10000 -4.1661
11000 -4.16564
12000 -4.16766
13000 -4.16672
14000 -4.16686
15000 -4.16663
16000 -4.16604
17000 -4.16836
18000 -4.16822
19000 -4.16927
20000 -4.17136
21000 -4.17315
22000 -4.17237
23000 -4.17269
24000 -4.17413
25000 -4.17824
26000 -4.17549
27000 -4.17823
28000 -4.17852
29000 -4.17984
30000 -4.18039
31000 -4.18234
32000 -4.18275
33000 -4.18133
34000 -4.18164
35000 -4.18171
36000 -4.1848
37000 -4.18479
38000 -4.18631
39000 -4.18367
40000 -4.18529
41000 -4.18345
42000 -4.18319
43000 -4.1864
44000 -4.18713
45000 -4.18445
46000 -4.1855
47000 -4.18384
48000 -4.18491
49000 -4.18508
50000 -4.18514
