# DHCP structure - OPTIMIZED (smaller supercell)
# Composition: {'Al': 0.25, 'Co': 0.5, 'Cr': 0.25}
# Al-Cr-Co System (Group 1) - Assignment 2 - MM309

432 atoms
3 atom types

0.0 14.87363759 xlo xhi
0.0 25.76189600 ylo yhi
0.0 24.28854847 zlo zhi

Masses

1 26.9815  # Al
2 58.9332  # Co
3 51.9961  # Cr

Atoms # atomic

1 2 0.00000000 0.00000000 0.00000000
2 3 0.00000000 4.29364933 0.00000000
3 3 0.00000000 8.58729867 0.00000000
4 3 0.00000000 12.88094800 0.00000000
5 2 0.00000000 17.17459733 0.00000000
6 2 0.00000000 21.46824666 0.00000000
7 2 2.47893960 0.00000000 0.00000000
8 1 2.47893960 4.29364933 0.00000000
9 3 2.47893960 8.58729867 0.00000000
10 3 2.47893960 12.88094800 0.00000000
11 2 2.47893960 17.17459733 0.00000000
12 2 2.47893960 21.46824666 0.00000000
13 1 4.95787920 0.00000000 0.00000000
14 2 4.95787920 4.29364933 0.00000000
15 2 4.95787920 8.58729867 0.00000000
16 3 4.95787920 12.88094800 0.00000000
17 1 4.95787920 17.17459733 0.00000000
18 1 4.95787920 21.46824666 0.00000000
19 2 7.43681879 0.00000000 0.00000000
20 2 7.43681879 4.29364933 0.00000000
21 2 7.43681879 8.58729867 0.00000000
22 1 7.43681879 12.88094800 0.00000000
23 2 7.43681879 17.17459733 0.00000000
24 2 7.43681879 21.46824666 0.00000000
25 2 9.91575839 0.00000000 0.00000000
26 2 9.91575839 4.29364933 0.00000000
27 1 9.91575839 8.58729867 0.00000000
28 2 9.91575839 12.88094800 0.00000000
29 1 9.91575839 17.17459733 0.00000000
30 2 9.91575839 21.46824666 0.00000000
31 1 12.39469799 0.00000000 0.00000000
32 2 12.39469799 4.29364933 0.00000000
33 2 12.39469799 8.58729867 0.00000000
34 1 12.39469799 12.88094800 0.00000000
35 3 12.39469799 17.17459733 0.00000000
36 3 12.39469799 21.46824666 0.00000000
37 3 1.23946980 2.14682467 2.02404571
38 1 1.23946980 6.44047400 2.02404571
39 3 1.23946980 10.73412333 2.02404571
40 2 1.23946980 15.02777267 2.02404571
41 2 1.23946980 19.32142200 2.02404571
42 1 1.23946980 23.61507133 2.02404571
43 1 3.71840940 2.14682467 2.02404571
44 2 3.71840940 6.44047400 2.02404571
45 1 3.71840940 10.73412333 2.02404571
46 2 3.71840940 15.02777267 2.02404571
47 1 3.71840940 19.32142200 2.02404571
48 3 3.71840940 23.61507133 2.02404571
49 2 6.19734900 2.14682467 2.02404571
50 2 6.19734900 6.44047400 2.02404571
51 3 6.19734900 10.73412333 2.02404571
52 2 6.19734900 15.02777267 2.02404571
53 3 6.19734900 19.32142200 2.02404571
54 2 6.19734900 23.61507133 2.02404571
55 3 8.67628859 2.14682467 2.02404571
56 2 8.67628859 6.44047400 2.02404571
57 3 8.67628859 10.73412333 2.02404571
58 3 8.67628859 15.02777267 2.02404571
59 2 8.67628859 19.32142200 2.02404571
60 2 8.67628859 23.61507133 2.02404571
61 3 11.15522819 2.14682467 2.02404571
62 2 11.15522819 6.44047400 2.02404571
63 2 11.15522819 10.73412333 2.02404571
64 1 11.15522819 15.02777267 2.02404571
65 2 11.15522819 19.32142200 2.02404571
66 2 11.15522819 23.61507133 2.02404571
67 2 13.63416779 2.14682467 2.02404571
68 2 13.63416779 6.44047400 2.02404571
69 3 13.63416779 10.73412333 2.02404571
70 2 13.63416779 15.02777267 2.02404571
71 2 13.63416779 19.32142200 2.02404571
72 2 13.63416779 23.61507133 2.02404571
73 1 0.00000000 0.00000000 4.04809141
74 3 0.00000000 4.29364933 4.04809141
75 2 0.00000000 8.58729867 4.04809141
76 2 0.00000000 12.88094800 4.04809141
77 1 0.00000000 17.17459733 4.04809141
78 2 0.00000000 21.46824666 4.04809141
79 1 2.47893960 0.00000000 4.04809141
