# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.09734
2000 -4.09715
3000 -4.09724
4000 -4.09736
5000 -4.09758
6000 -4.09791
7000 -4.09774
8000 -4.09794
9000 -4.09875
10000 -4.09909
11000 -4.0994
12000 -4.09962
13000 -4.09934
14000 -4.0993
15000 -4.0991
16000 -4.09935
17000 -4.09948
18000 -4.09962
19000 -4.0996
20000 -4.09966
21000 -4.0996
22000 -4.09941
23000 -4.09948
24000 -4.09918
25000 -4.09931
26000 -4.0992
27000 -4.0992
28000 -4.09946
29000 -4.09958
30000 -4.09929
31000 -4.09929
32000 -4.0994
33000 -4.09925
34000 -4.09967
35000 -4.09938
36000 -4.0994
37000 -4.09965
38000 -4.09947
39000 -4.09967
40000 -4.09941
41000 -4.09912
42000 -4.0992
43000 -4.09949
44000 -4.09944
45000 -4.09957
46000 -4.09946
47000 -4.09919
48000 -4.09929
49000 -4.09955
50000 -4.09944
