# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.10724
2000 -4.10715
3000 -4.10837
4000 -4.10866
5000 -4.10964
6000 -4.10941
7000 -4.10956
8000 -4.10982
9000 -4.11023
10000 -4.11229
11000 -4.11371
12000 -4.11788
13000 -4.11823
14000 -4.11825
15000 -4.11858
16000 -4.11916
17000 -4.12025
18000 -4.1207
19000 -4.1206
20000 -4.1209
21000 -4.12117
22000 -4.12105
23000 -4.12129
24000 -4.12123
25000 -4.12112
26000 -4.12129
27000 -4.12132
28000 -4.12115
29000 -4.12109
30000 -4.12128
31000 -4.12149
32000 -4.12126
33000 -4.12143
34000 -4.12271
35000 -4.12364
36000 -4.12373
37000 -4.12387
38000 -4.1236
39000 -4.12397
40000 -4.12384
41000 -4.12433
42000 -4.12436
43000 -4.12511
44000 -4.12509
45000 -4.12528
46000 -4.12514
47000 -4.1254
48000 -4.12516
49000 -4.12534
50000 -4.12548
