# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.13063
2000 -4.13105
3000 -4.13318
4000 -4.13304
5000 -4.13427
6000 -4.13419
7000 -4.13578
8000 -4.13864
9000 -4.13686
10000 -4.13734
11000 -4.13833
12000 -4.1367
13000 -4.13912
14000 -4.13628
15000 -4.13596
16000 -4.13665
17000 -4.13692
18000 -4.14133
19000 -4.13897
20000 -4.14064
21000 -4.14121
22000 -4.14131
23000 -4.14067
24000 -4.14286
25000 -4.14104
26000 -4.14232
27000 -4.14435
28000 -4.14808
29000 -4.14781
30000 -4.14975
31000 -4.15074
32000 -4.1538
33000 -4.15391
34000 -4.15203
35000 -4.1526
36000 -4.15447
37000 -4.15491
38000 -4.15562
39000 -4.15723
40000 -4.15459
41000 -4.15449
42000 -4.15578
43000 -4.1571
44000 -4.15797
45000 -4.15832
46000 -4.15999
47000 -4.16
48000 -4.16215
49000 -4.16099
50000 -4.16076
