# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.98047
2000 -4.98023
3000 -4.98039
4000 -4.9804
5000 -4.98059
6000 -4.98074
7000 -4.98063
8000 -4.98088
9000 -4.98103
10000 -4.98119
11000 -4.98135
12000 -4.98137
13000 -4.98132
14000 -4.98162
15000 -4.98156
16000 -4.98158
17000 -4.98163
18000 -4.98174
19000 -4.98168
20000 -4.98155
21000 -4.98151
22000 -4.98148
23000 -4.98139
24000 -4.98153
25000 -4.98165
26000 -4.98147
27000 -4.98157
28000 -4.98155
29000 -4.98168
30000 -4.98176
31000 -4.98163
32000 -4.98158
33000 -4.98161
34000 -4.98165
35000 -4.98158
36000 -4.98166
37000 -4.98168
38000 -4.98142
39000 -4.98162
40000 -4.98146
41000 -4.98155
42000 -4.98165
43000 -4.98188
44000 -4.98174
45000 -4.9818
46000 -4.98161
47000 -4.98166
48000 -4.98162
49000 -4.98192
50000 -4.9824
