# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5998.74 12.8481 22.2535 20.9808
2000 6001.83 12.8503 22.2573 20.9844
3000 6012.79 12.8581 22.2709 20.9972
4000 6005.14 12.8526 22.2614 20.9883
5000 6015.1 12.8597 22.2737 20.9999
6000 6008.25 12.8548 22.2652 20.9919
7000 6003.44 12.8514 22.2593 20.9863
8000 6005.99 12.8532 22.2625 20.9893
9000 6001.26 12.8499 22.2566 20.9838
10000 6004.77 12.8524 22.261 20.9878
11000 6007.91 12.8546 22.2648 20.9915
12000 6009.54 12.8558 22.2669 20.9934
13000 6011.1 12.8569 22.2688 20.9952
14000 6012.35 12.8578 22.2703 20.9967
15000 6013.82 12.8588 22.2722 20.9984
16000 6014.89 12.8596 22.2734 20.9996
17000 6006.96 12.8539 22.2637 20.9904
18000 6003.31 12.8513 22.2592 20.9861
19000 5999.59 12.8487 22.2545 20.9818
20000 6000.72 12.8495 22.2559 20.9831
21000 6004.71 12.8523 22.2609 20.9878
22000 6005.52 12.8529 22.2619 20.9887
23000 6005.91 12.8532 22.2624 20.9892
24000 6003.43 12.8514 22.2593 20.9863
25000 5999.04 12.8483 22.2539 20.9812
26000 6003.56 12.8515 22.2595 20.9864
27000 6008.66 12.8551 22.2658 20.9924
28000 6013.64 12.8587 22.2719 20.9982
29000 6002.14 12.8505 22.2577 20.9848
30000 6004.21 12.8519 22.2602 20.9871
31000 6003.71 12.8516 22.2597 20.9866
32000 6009.97 12.8561 22.2674 20.9939
33000 6010.45 12.8564 22.268 20.9945
34000 6007.02 12.854 22.2638 20.9905
35000 6013.25 12.8584 22.2714 20.9977
36000 6013.86 12.8589 22.2722 20.9984
37000 6016.25 12.8606 22.2751 21.0012
38000 6008.73 12.8552 22.2659 20.9925
39000 6014.44 12.8593 22.2729 20.9991
40000 6016.83 12.861 22.2759 21.0019
41000 6019.97 12.8632 22.2797 21.0055
42000 6017.63 12.8615 22.2768 21.0028
43000 6018.24 12.862 22.2776 21.0035
44000 6015 12.8597 22.2736 20.9998
45000 6017.67 12.8616 22.2769 21.0029
46000 6008.19 12.8548 22.2652 20.9918
47000 6021.6 12.8644 22.2817 21.0074
48000 6024.9 12.8667 22.2858 21.0113
49000 6020.25 12.8634 22.2801 21.0058
50000 6018.06 12.8619 22.2774 21.0033
