# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.99174
2000 -4.99318
3000 -4.99336
4000 -4.99262
5000 -4.99299
6000 -4.99237
7000 -4.99204
8000 -4.99092
9000 -4.99267
10000 -4.99266
11000 -4.99272
12000 -4.99326
13000 -4.99311
14000 -4.99179
15000 -4.99221
16000 -4.99178
17000 -4.99433
18000 -4.9931
19000 -4.99297
20000 -4.99328
21000 -4.99221
22000 -4.99165
23000 -4.99295
24000 -4.99162
25000 -4.99161
26000 -4.99247
27000 -4.99325
28000 -4.99346
29000 -4.99382
30000 -4.99287
31000 -4.99257
32000 -4.99327
33000 -4.99325
34000 -4.9926
35000 -4.99159
36000 -4.99227
37000 -4.99379
38000 -4.99376
39000 -4.99356
40000 -4.99273
41000 -4.99327
42000 -4.99295
43000 -4.99437
44000 -4.99379
45000 -4.99505
46000 -4.9954
47000 -4.99491
48000 -4.99441
49000 -4.99402
50000 -4.99386
