# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.00407
2000 -5.00432
3000 -5.00442
4000 -5.00448
5000 -5.00412
6000 -5.00428
7000 -5.00387
8000 -5.00403
9000 -5.00399
10000 -5.00407
11000 -5.00424
12000 -5.00434
13000 -5.00434
14000 -5.00442
15000 -5.00415
16000 -5.00417
17000 -5.00402
18000 -5.00423
19000 -5.00402
20000 -5.00424
21000 -5.00426
22000 -5.0044
23000 -5.00418
24000 -5.00428
25000 -5.00407
26000 -5.00444
27000 -5.00429
28000 -5.00427
29000 -5.00405
30000 -5.00426
31000 -5.00449
32000 -5.00428
33000 -5.00402
34000 -5.00414
35000 -5.00432
36000 -5.00445
37000 -5.00447
38000 -5.00426
39000 -5.00419
40000 -5.004
41000 -5.0041
42000 -5.00405
43000 -5.0041
44000 -5.00398
45000 -5.00429
46000 -5.00438
47000 -5.00431
48000 -5.00431
49000 -5.00416
50000 -5.00445
