# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.00914
2000 -5.00936
3000 -5.00937
4000 -5.00959
5000 -5.00941
6000 -5.00936
7000 -5.0094
8000 -5.00962
9000 -5.00955
10000 -5.00929
11000 -5.00942
12000 -5.00943
13000 -5.00903
14000 -5.00936
15000 -5.00904
16000 -5.00931
17000 -5.0092
18000 -5.00935
19000 -5.00923
20000 -5.00935
21000 -5.00938
22000 -5.00971
23000 -5.00952
24000 -5.0095
25000 -5.00939
26000 -5.00943
27000 -5.00936
28000 -5.00971
29000 -5.00948
30000 -5.00963
31000 -5.00903
32000 -5.00936
33000 -5.00913
34000 -5.00937
35000 -5.00922
36000 -5.00923
37000 -5.00919
38000 -5.00956
39000 -5.00945
40000 -5.00951
41000 -5.00951
42000 -5.0093
43000 -5.00934
44000 -5.00931
45000 -5.00922
46000 -5.00924
47000 -5.00923
48000 -5.00935
49000 -5.00921
50000 -5.00908
