# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.96576
2000 -4.96744
3000 -4.96715
4000 -4.96866
5000 -4.96901
6000 -4.96887
7000 -4.96815
8000 -4.96882
9000 -4.96813
10000 -4.96922
11000 -4.97022
12000 -4.96878
13000 -4.96936
14000 -4.97172
15000 -4.96637
16000 -4.96953
17000 -4.96908
18000 -4.96802
19000 -4.97013
20000 -4.96906
21000 -4.97134
22000 -4.96736
23000 -4.96969
24000 -4.97115
25000 -4.97028
26000 -4.96988
27000 -4.96987
28000 -4.97136
29000 -4.97088
30000 -4.96994
31000 -4.97188
32000 -4.97357
33000 -4.97291
34000 -4.97304
35000 -4.97185
36000 -4.97032
37000 -4.97187
38000 -4.97214
39000 -4.97264
40000 -4.9735
41000 -4.97231
42000 -4.97234
43000 -4.9715
44000 -4.97189
45000 -4.97457
46000 -4.97353
47000 -4.97155
48000 -4.97217
49000 -4.97427
50000 -4.97466
