# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.96395
2000 -4.9643
3000 -4.96402
4000 -4.96518
5000 -4.96285
6000 -4.96504
7000 -4.96274
8000 -4.96432
9000 -4.9658
10000 -4.96412
11000 -4.9642
12000 -4.96285
13000 -4.96229
14000 -4.96286
15000 -4.96541
16000 -4.96494
17000 -4.96867
18000 -4.96832
19000 -4.97005
20000 -4.96952
21000 -4.96748
22000 -4.9676
23000 -4.96771
24000 -4.96717
25000 -4.96841
26000 -4.97016
27000 -4.96941
28000 -4.96859
29000 -4.96812
30000 -4.96828
31000 -4.96733
32000 -4.96779
33000 -4.96863
34000 -4.97131
35000 -4.96867
36000 -4.96969
37000 -4.96633
38000 -4.96884
39000 -4.9669
40000 -4.9692
41000 -4.96769
42000 -4.96907
43000 -4.9693
44000 -4.96939
45000 -4.96934
46000 -4.96907
47000 -4.96584
48000 -4.96717
49000 -4.96829
50000 -4.9674
