# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 9746.38 21.3607 21.3607 21.3607
2000 9747.12 21.3612 21.3612 21.3612
3000 9744.89 21.3596 21.3596 21.3596
4000 9745.38 21.3599 21.3599 21.3599
5000 9747.38 21.3614 21.3614 21.3614
6000 9741.26 21.3569 21.3569 21.3569
7000 9748.58 21.3622 21.3622 21.3622
8000 9744.25 21.3591 21.3591 21.3591
9000 9745.21 21.3598 21.3598 21.3598
10000 9745.39 21.3599 21.3599 21.3599
11000 9747.3 21.3613 21.3613 21.3613
12000 9741.42 21.357 21.357 21.357
13000 9747.32 21.3613 21.3613 21.3613
14000 9742.22 21.3576 21.3576 21.3576
15000 9746.01 21.3604 21.3604 21.3604
16000 9743.37 21.3584 21.3584 21.3584
17000 9748.79 21.3624 21.3624 21.3624
18000 9745.4 21.3599 21.3599 21.3599
19000 9747.77 21.3617 21.3617 21.3617
20000 9744.45 21.3592 21.3592 21.3592
21000 9744.45 21.3592 21.3592 21.3592
22000 9742.42 21.3578 21.3578 21.3578
23000 9745.33 21.3599 21.3599 21.3599
24000 9743.13 21.3583 21.3583 21.3583
25000 9745.62 21.3601 21.3601 21.3601
26000 9741.65 21.3572 21.3572 21.3572
27000 9747.44 21.3614 21.3614 21.3614
28000 9741.58 21.3571 21.3571 21.3571
29000 9745.09 21.3597 21.3597 21.3597
30000 9742.23 21.3576 21.3576 21.3576
31000 9744.28 21.3591 21.3591 21.3591
32000 9745.07 21.3597 21.3597 21.3597
33000 9748.34 21.3621 21.3621 21.3621
34000 9744.23 21.3591 21.3591 21.3591
35000 9752.39 21.365 21.365 21.365
36000 9741.94 21.3574 21.3574 21.3574
37000 9745.95 21.3603 21.3603 21.3603
38000 9744.19 21.359 21.359 21.359
39000 9747.85 21.3617 21.3617 21.3617
40000 9742.69 21.3579 21.3579 21.3579
41000 9747.13 21.3612 21.3612 21.3612
42000 9739.13 21.3553 21.3553 21.3553
43000 9747.26 21.3613 21.3613 21.3613
44000 9743.38 21.3584 21.3584 21.3584
45000 9744.78 21.3595 21.3595 21.3595
46000 9743.51 21.3585 21.3585 21.3585
47000 9747.31 21.3613 21.3613 21.3613
48000 9742.24 21.3576 21.3576 21.3576
49000 9747.14 21.3612 21.3612 21.3612
50000 9744.35 21.3592 21.3592 21.3592
