# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.21581
2000 -4.21485
3000 -4.21709
4000 -4.21582
5000 -4.21704
6000 -4.21664
7000 -4.21776
8000 -4.2156
9000 -4.214
10000 -4.21604
11000 -4.21729
12000 -4.21547
13000 -4.21527
14000 -4.21546
15000 -4.2154
16000 -4.21673
17000 -4.21683
18000 -4.21626
19000 -4.21638
20000 -4.21717
21000 -4.21848
22000 -4.21763
23000 -4.21715
24000 -4.21645
25000 -4.21788
26000 -4.21612
27000 -4.2163
28000 -4.21771
29000 -4.21782
30000 -4.21812
31000 -4.21762
32000 -4.21795
33000 -4.21644
34000 -4.21737
35000 -4.21832
36000 -4.21733
37000 -4.21808
38000 -4.21656
39000 -4.21749
40000 -4.21681
41000 -4.21703
42000 -4.21806
43000 -4.21958
44000 -4.21843
45000 -4.21712
46000 -4.21634
47000 -4.21738
48000 -4.21681
49000 -4.2175
50000 -4.21896
