# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.31869
2000 -4.31865
3000 -4.31936
4000 -4.31814
5000 -4.3193
6000 -4.32037
7000 -4.31956
8000 -4.31968
9000 -4.31984
10000 -4.31898
11000 -4.31913
12000 -4.31999
13000 -4.31956
14000 -4.32065
15000 -4.31987
16000 -4.3199
17000 -4.31938
18000 -4.31882
19000 -4.32004
20000 -4.32009
21000 -4.32056
22000 -4.32073
23000 -4.31965
24000 -4.31997
25000 -4.31937
26000 -4.31972
27000 -4.31953
28000 -4.31994
29000 -4.31988
30000 -4.31989
31000 -4.31987
32000 -4.31927
33000 -4.31873
34000 -4.31938
35000 -4.31821
36000 -4.31973
37000 -4.32008
38000 -4.3194
39000 -4.3192
40000 -4.32005
41000 -4.31962
42000 -4.32029
43000 -4.31972
44000 -4.32005
45000 -4.32024
46000 -4.31971
47000 -4.31875
48000 -4.3202
49000 -4.31976
50000 -4.3198
