# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.26629
2000 -4.26599
3000 -4.26602
4000 -4.26595
5000 -4.26583
6000 -4.26594
7000 -4.26589
8000 -4.26591
9000 -4.26606
10000 -4.26595
11000 -4.26604
12000 -4.26608
13000 -4.26592
14000 -4.26588
15000 -4.26582
16000 -4.26613
17000 -4.26608
18000 -4.26623
19000 -4.26615
20000 -4.26599
21000 -4.26611
22000 -4.26627
23000 -4.26577
24000 -4.26611
25000 -4.26603
26000 -4.26575
27000 -4.2662
28000 -4.26618
29000 -4.26593
30000 -4.26585
31000 -4.26586
32000 -4.26586
33000 -4.26576
34000 -4.26614
35000 -4.26613
36000 -4.26588
37000 -4.26585
38000 -4.26593
39000 -4.26599
40000 -4.26632
41000 -4.26605
42000 -4.2663
43000 -4.26596
44000 -4.26622
45000 -4.26612
46000 -4.26583
47000 -4.26587
48000 -4.26589
49000 -4.26599
50000 -4.26577
