# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 4982.38 12.0771 20.9182 19.7219
2000 4985.35 12.0795 20.9223 19.7258
3000 4980.96 12.076 20.9162 19.72
4000 4986.55 12.0805 20.924 19.7274
5000 4981.79 12.0766 20.9174 19.7211
6000 4982.87 12.0775 20.9189 19.7225
7000 4980.46 12.0756 20.9155 19.7193
8000 4984.22 12.0786 20.9208 19.7243
9000 4985.08 12.0793 20.922 19.7254
10000 4984.13 12.0785 20.9206 19.7242
11000 4979.99 12.0752 20.9149 19.7187
12000 4985.39 12.0796 20.9224 19.7258
13000 4983.01 12.0776 20.9191 19.7227
14000 4983.48 12.078 20.9197 19.7233
15000 4982.82 12.0775 20.9188 19.7224
16000 4982.33 12.0771 20.9181 19.7218
17000 4980.18 12.0753 20.9151 19.7189
18000 4984.08 12.0785 20.9206 19.7241
19000 4981.78 12.0766 20.9174 19.7211
20000 4981.62 12.0765 20.9171 19.7208
21000 4981.02 12.076 20.9163 19.7201
22000 4981.93 12.0768 20.9176 19.7213
23000 4980.46 12.0756 20.9155 19.7193
24000 4982 12.0768 20.9177 19.7214
25000 4979.19 12.0746 20.9137 19.7177
26000 4982.98 12.0776 20.919 19.7226
27000 4981.18 12.0761 20.9165 19.7203
28000 4980.39 12.0755 20.9154 19.7192
29000 4979.63 12.0749 20.9144 19.7182
30000 4980.03 12.0752 20.9149 19.7188
31000 4979.44 12.0747 20.9141 19.718
32000 4980.53 12.0756 20.9156 19.7194
33000 4981.1 12.0761 20.9164 19.7202
34000 4982.95 12.0776 20.919 19.7226
35000 4978.5 12.074 20.9127 19.7167
36000 4980.43 12.0755 20.9155 19.7193
37000 4981.15 12.0761 20.9165 19.7202
38000 4980.29 12.0754 20.9153 19.7191
39000 4981.41 12.0763 20.9168 19.7206
40000 4981.13 12.0761 20.9164 19.7202
41000 4980.48 12.0756 20.9155 19.7194
42000 4979.37 12.0747 20.914 19.7179
43000 4977.54 12.0732 20.9114 19.7155
44000 4978.99 12.0744 20.9134 19.7174
45000 4980.28 12.0754 20.9152 19.7191
46000 4983.59 12.0781 20.9199 19.7235
47000 4978.04 12.0736 20.9121 19.7161
48000 4982.2 12.077 20.9179 19.7216
49000 4979.58 12.0749 20.9143 19.7182
50000 4978.69 12.0741 20.913 19.717
