# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 4911.52 12.0196 20.8186 19.6279
2000 4912.17 12.0201 20.8195 19.6288
3000 4911.49 12.0196 20.8185 19.6279
4000 4911.62 12.0197 20.8187 19.6281
5000 4912.34 12.0203 20.8197 19.629
6000 4911.99 12.02 20.8192 19.6286
7000 4912.3 12.0202 20.8197 19.629
8000 4911.73 12.0198 20.8189 19.6282
9000 4912.31 12.0203 20.8197 19.629
10000 4911.9 12.0199 20.8191 19.6284
11000 4911.72 12.0198 20.8189 19.6282
12000 4911.76 12.0198 20.8189 19.6283
13000 4912.06 12.0201 20.8193 19.6287
14000 4912.64 12.0205 20.8202 19.6294
15000 4911.49 12.0196 20.8185 19.6279
16000 4912.09 12.0201 20.8194 19.6287
17000 4911.15 12.0193 20.818 19.6274
18000 4911.9 12.0199 20.8191 19.6284
19000 4911.59 12.0197 20.8187 19.628
20000 4911.63 12.0197 20.8187 19.6281
21000 4912.26 12.0202 20.8196 19.6289
22000 4911.16 12.0193 20.8181 19.6274
23000 4912.19 12.0202 20.8195 19.6288
24000 4911.53 12.0196 20.8186 19.628
25000 4911.84 12.0199 20.819 19.6284
26000 4912.28 12.0202 20.8196 19.629
27000 4911.27 12.0194 20.8182 19.6276
28000 4911.85 12.0199 20.819 19.6284
29000 4911.75 12.0198 20.8189 19.6282
30000 4912.35 12.0203 20.8197 19.629
31000 4911.35 12.0195 20.8183 19.6277
32000 4911.5 12.0196 20.8185 19.6279
33000 4911.47 12.0196 20.8185 19.6279
34000 4911.22 12.0194 20.8181 19.6275
35000 4911.35 12.0195 20.8183 19.6277
36000 4912.05 12.02 20.8193 19.6286
37000 4911.94 12.0199 20.8192 19.6285
38000 4912.12 12.0201 20.8194 19.6287
39000 4912.14 12.0201 20.8194 19.6288
40000 4911.28 12.0194 20.8182 19.6276
41000 4912.22 12.0202 20.8196 19.6289
42000 4911.07 12.0192 20.8179 19.6273
43000 4911.77 12.0198 20.8189 19.6283
44000 4911.39 12.0195 20.8184 19.6278
45000 4911.84 12.0199 20.819 19.6284
46000 4911.93 12.0199 20.8192 19.6285
47000 4912.03 12.02 20.8193 19.6286
48000 4911.96 12.02 20.8192 19.6285
49000 4911.4 12.0195 20.8184 19.6278
50000 4912.65 12.0205 20.8202 19.6294
