# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.32104
2000 -4.321
3000 -4.32079
4000 -4.3212
5000 -4.32148
6000 -4.32129
7000 -4.32121
8000 -4.32184
9000 -4.32221
10000 -4.32217
11000 -4.32175
12000 -4.32106
13000 -4.32104
14000 -4.32164
15000 -4.32168
16000 -4.32128
17000 -4.32163
18000 -4.32181
19000 -4.32187
20000 -4.32132
21000 -4.32171
22000 -4.32159
23000 -4.32255
24000 -4.32159
25000 -4.32217
26000 -4.3225
27000 -4.32262
28000 -4.32234
29000 -4.32251
30000 -4.32212
31000 -4.32234
32000 -4.3226
33000 -4.32268
34000 -4.3219
35000 -4.32223
36000 -4.32198
37000 -4.3221
38000 -4.32205
39000 -4.32297
40000 -4.3239
41000 -4.32397
42000 -4.32324
43000 -4.32235
44000 -4.32296
45000 -4.32412
46000 -4.32378
47000 -4.32403
48000 -4.32395
49000 -4.32396
50000 -4.32391
