# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.31718
2000 -4.31831
3000 -4.31863
4000 -4.31951
5000 -4.31905
6000 -4.31797
7000 -4.3177
8000 -4.31858
9000 -4.31972
10000 -4.32081
11000 -4.32111
12000 -4.32102
13000 -4.32167
14000 -4.32136
15000 -4.32129
16000 -4.32129
17000 -4.3206
18000 -4.32148
19000 -4.3208
20000 -4.32115
21000 -4.32112
22000 -4.32099
23000 -4.32062
24000 -4.32032
25000 -4.32104
26000 -4.32182
27000 -4.32111
28000 -4.32059
29000 -4.32129
30000 -4.32178
31000 -4.32183
32000 -4.3218
33000 -4.32284
34000 -4.32172
35000 -4.32165
36000 -4.32089
37000 -4.32118
38000 -4.32157
39000 -4.32186
40000 -4.32108
41000 -4.32091
42000 -4.32182
43000 -4.32248
44000 -4.32185
45000 -4.32186
46000 -4.32129
47000 -4.32276
48000 -4.32188
49000 -4.32181
50000 -4.32115
