# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.304
2000 -4.30511
3000 -4.30594
4000 -4.3048
5000 -4.30562
6000 -4.30552
7000 -4.30551
8000 -4.30541
9000 -4.30622
10000 -4.30614
11000 -4.308
12000 -4.30913
13000 -4.30897
14000 -4.30787
15000 -4.30862
16000 -4.30766
17000 -4.30977
18000 -4.31297
19000 -4.31149
20000 -4.31163
21000 -4.31211
22000 -4.31216
23000 -4.31255
24000 -4.31242
25000 -4.31344
26000 -4.31416
27000 -4.31406
28000 -4.31404
29000 -4.31429
30000 -4.31305
31000 -4.31322
32000 -4.31368
33000 -4.31309
34000 -4.3117
35000 -4.31413
36000 -4.31386
37000 -4.31425
38000 -4.31501
39000 -4.31533
40000 -4.31456
41000 -4.31348
42000 -4.31575
43000 -4.31726
44000 -4.31802
45000 -4.31862
46000 -4.31889
47000 -4.31833
48000 -4.31899
49000 -4.31809
50000 -4.31849
