# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.31859
2000 -4.32042
3000 -4.32185
4000 -4.32489
5000 -4.32706
6000 -4.33078
7000 -4.33153
8000 -4.33044
9000 -4.3306
10000 -4.33026
11000 -4.32971
12000 -4.33045
13000 -4.33141
14000 -4.33341
15000 -4.33619
16000 -4.33551
17000 -4.3365
18000 -4.33694
19000 -4.33778
20000 -4.338
21000 -4.33766
22000 -4.34062
23000 -4.34079
24000 -4.34245
25000 -4.34513
26000 -4.34522
27000 -4.34354
28000 -4.34496
29000 -4.34313
30000 -4.34315
31000 -4.34576
32000 -4.34713
33000 -4.34604
34000 -4.34706
35000 -4.34676
36000 -4.34841
37000 -4.34574
38000 -4.3494
39000 -4.34849
40000 -4.34986
41000 -4.35002
42000 -4.35057
43000 -4.35143
44000 -4.34989
45000 -4.34888
46000 -4.34808
47000 -4.34744
48000 -4.34839
49000 -4.35016
50000 -4.35507
