# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6110.42 12.9273 22.3908 21.1102
2000 6111.87 12.9283 22.3925 21.1119
3000 6111.38 12.928 22.3919 21.1113
4000 6113.13 12.9292 22.3941 21.1133
5000 6114.81 12.9304 22.3961 21.1153
6000 6109.21 12.9265 22.3893 21.1088
7000 6116.84 12.9318 22.3986 21.1176
8000 6114.61 12.9303 22.3959 21.115
9000 6111.74 12.9283 22.3924 21.1117
10000 6111.94 12.9284 22.3926 21.112
11000 6108.12 12.9257 22.3879 21.1075
12000 6109.43 12.9266 22.3896 21.1091
13000 6108.69 12.9261 22.3887 21.1082
14000 6111.23 12.9279 22.3917 21.1111
15000 6107.12 12.925 22.3867 21.1064
16000 6116.26 12.9314 22.3979 21.1169
17000 6111.6 12.9281 22.3922 21.1116
18000 6101.76 12.9212 22.3802 21.1002
19000 6104.89 12.9234 22.384 21.1039
20000 6103.89 12.9227 22.3828 21.1027
21000 6103.25 12.9223 22.382 21.102
22000 6110.67 12.9275 22.3911 21.1105
23000 6108.24 12.9258 22.3881 21.1077
24000 6111.84 12.9283 22.3925 21.1118
25000 6107.76 12.9254 22.3875 21.1071
26000 6105.52 12.9238 22.3848 21.1046
27000 6106.82 12.9248 22.3864 21.1061
28000 6102.97 12.9221 22.3817 21.1016
29000 6105.91 12.9241 22.3853 21.105
30000 6106.99 12.9249 22.3866 21.1063
31000 6104.17 12.9229 22.3831 21.103
32000 6103.73 12.9226 22.3826 21.1025
33000 6102.56 12.9218 22.3812 21.1012
34000 6104.09 12.9229 22.383 21.1029
35000 6096.59 12.9176 22.3739 21.0943
36000 6099.44 12.9196 22.3773 21.0976
37000 6098.99 12.9193 22.3768 21.097
38000 6097.99 12.9185 22.3756 21.0959
39000 6098.11 12.9186 22.3757 21.096
40000 6098.67 12.919 22.3764 21.0967
41000 6097.28 12.918 22.3747 21.0951
42000 6095.17 12.9166 22.3721 21.0926
43000 6094.99 12.9164 22.3719 21.0924
44000 6095.97 12.9171 22.3731 21.0936
45000 6093.53 12.9154 22.3701 21.0907
46000 6092.92 12.915 22.3694 21.09
47000 6095.19 12.9166 22.3721 21.0926
48000 6098.58 12.919 22.3763 21.0966
49000 6093.67 12.9155 22.3703 21.0909
50000 6094.21 12.9159 22.371 21.0915
