# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 11532.2 22.5928 22.5928 22.5928
2000 11538.6 22.597 22.597 22.597
3000 11547.4 22.6028 22.6028 22.6028
4000 11537.2 22.5961 22.5961 22.5961
5000 11536.8 22.5958 22.5958 22.5958
6000 11535.4 22.5949 22.5949 22.5949
7000 11526.2 22.5889 22.5889 22.5889
8000 11528.6 22.5904 22.5904 22.5904
9000 11523.6 22.5872 22.5872 22.5872
10000 11528.2 22.5902 22.5902 22.5902
11000 11525.8 22.5887 22.5887 22.5887
12000 11543.2 22.6 22.6 22.6
13000 11532.4 22.5929 22.5929 22.5929
14000 11525.2 22.5882 22.5882 22.5882
15000 11521.8 22.586 22.586 22.586
16000 11539.2 22.5974 22.5974 22.5974
17000 11527.8 22.59 22.59 22.59
18000 11530.9 22.592 22.592 22.592
19000 11533 22.5934 22.5934 22.5934
20000 11528.6 22.5905 22.5905 22.5905
21000 11531.5 22.5924 22.5924 22.5924
22000 11536.8 22.5958 22.5958 22.5958
23000 11522.5 22.5865 22.5865 22.5865
24000 11533.2 22.5935 22.5935 22.5935
25000 11525.2 22.5882 22.5882 22.5882
26000 11538.8 22.5972 22.5972 22.5972
27000 11540.7 22.5983 22.5983 22.5983
28000 11530.4 22.5917 22.5917 22.5917
29000 11528.7 22.5905 22.5905 22.5905
30000 11535.7 22.5951 22.5951 22.5951
31000 11533.1 22.5934 22.5934 22.5934
32000 11529.2 22.5908 22.5908 22.5908
33000 11541.2 22.5987 22.5987 22.5987
34000 11532.7 22.5932 22.5932 22.5932
35000 11528.3 22.5903 22.5903 22.5903
36000 11524.4 22.5878 22.5878 22.5878
37000 11523.4 22.5871 22.5871 22.5871
38000 11529 22.5907 22.5907 22.5907
39000 11530.2 22.5915 22.5915 22.5915
40000 11527.2 22.5895 22.5895 22.5895
41000 11535 22.5947 22.5947 22.5947
42000 11532.3 22.5929 22.5929 22.5929
43000 11542.3 22.5994 22.5994 22.5994
44000 11533.1 22.5934 22.5934 22.5934
45000 11530.1 22.5915 22.5915 22.5915
46000 11531.4 22.5923 22.5923 22.5923
47000 11522.2 22.5863 22.5863 22.5863
48000 11526.6 22.5892 22.5892 22.5892
49000 11528.8 22.5906 22.5906 22.5906
50000 11533.8 22.5939 22.5939 22.5939
