# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.22448
2000 -4.22455
3000 -4.22479
4000 -4.22738
5000 -4.22914
6000 -4.23008
7000 -4.23017
8000 -4.23031
9000 -4.23048
10000 -4.23066
11000 -4.23047
12000 -4.23069
13000 -4.23106
14000 -4.23085
15000 -4.23265
16000 -4.23369
17000 -4.23518
18000 -4.23926
19000 -4.24109
20000 -4.24229
21000 -4.24733
22000 -4.2517
23000 -4.25396
24000 -4.25595
25000 -4.25879
26000 -4.2598
27000 -4.26015
28000 -4.2601
29000 -4.26029
30000 -4.26032
31000 -4.26075
32000 -4.26083
33000 -4.26078
34000 -4.26086
35000 -4.26087
36000 -4.26106
37000 -4.26118
38000 -4.26128
39000 -4.26121
40000 -4.26136
41000 -4.26125
42000 -4.26116
43000 -4.26075
44000 -4.26091
45000 -4.26077
46000 -4.26116
47000 -4.26078
48000 -4.26104
49000 -4.26115
50000 -4.26123
