# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.34793
2000 -4.34777
3000 -4.34793
4000 -4.34777
5000 -4.34801
6000 -4.3481
7000 -4.34825
8000 -4.3485
9000 -4.34884
10000 -4.34892
11000 -4.34858
12000 -4.34887
13000 -4.3486
14000 -4.3489
15000 -4.34905
16000 -4.34897
17000 -4.34897
18000 -4.34889
19000 -4.34876
20000 -4.34899
21000 -4.34914
22000 -4.34896
23000 -4.34917
24000 -4.34911
25000 -4.34921
26000 -4.34888
27000 -4.34895
28000 -4.34919
29000 -4.34894
30000 -4.34902
31000 -4.34881
32000 -4.34894
33000 -4.34905
34000 -4.34903
35000 -4.34896
36000 -4.34896
37000 -4.34889
38000 -4.34893
39000 -4.34902
40000 -4.34897
41000 -4.3489
42000 -4.34894
43000 -4.34908
44000 -4.34884
45000 -4.349
46000 -4.34888
47000 -4.34906
48000 -4.349
49000 -4.34926
50000 -4.34909
