# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.29841
2000 -4.29628
3000 -4.29774
4000 -4.29738
5000 -4.29829
6000 -4.29827
7000 -4.29722
8000 -4.29813
9000 -4.29694
10000 -4.29807
11000 -4.29649
12000 -4.29619
13000 -4.29799
14000 -4.29672
15000 -4.29719
16000 -4.29816
17000 -4.29887
18000 -4.30021
19000 -4.29823
20000 -4.29877
21000 -4.29765
22000 -4.29831
23000 -4.2977
24000 -4.29876
25000 -4.29953
26000 -4.29823
27000 -4.29729
28000 -4.29865
29000 -4.29837
30000 -4.29909
31000 -4.29788
32000 -4.2983
33000 -4.298
34000 -4.29814
35000 -4.29802
36000 -4.2984
37000 -4.29902
38000 -4.29954
39000 -4.29988
40000 -4.30047
41000 -4.30011
42000 -4.30044
43000 -4.30121
44000 -4.30073
45000 -4.30092
46000 -4.30174
47000 -4.30252
48000 -4.3019
49000 -4.30218
50000 -4.30149
