# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.79148
2000 -4.79218
3000 -4.79353
4000 -4.79192
5000 -4.7913
6000 -4.79166
7000 -4.79257
8000 -4.79312
9000 -4.79238
10000 -4.79228
11000 -4.79223
12000 -4.79271
13000 -4.79248
14000 -4.79339
15000 -4.79183
16000 -4.79153
17000 -4.792
18000 -4.79218
19000 -4.7923
20000 -4.79265
21000 -4.79361
22000 -4.79195
23000 -4.79304
24000 -4.79259
25000 -4.79257
26000 -4.79293
27000 -4.79339
28000 -4.79221
29000 -4.79158
30000 -4.79198
31000 -4.79197
32000 -4.79263
33000 -4.7925
34000 -4.7923
35000 -4.79242
36000 -4.79363
37000 -4.79256
38000 -4.79412
39000 -4.79311
40000 -4.79353
41000 -4.79274
42000 -4.79327
43000 -4.79392
44000 -4.79368
45000 -4.79424
46000 -4.79286
47000 -4.79262
48000 -4.79243
49000 -4.79294
50000 -4.7932
