# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.78836
2000 -4.78987
3000 -4.7902
4000 -4.78978
5000 -4.79043
6000 -4.79044
7000 -4.78912
8000 -4.78933
9000 -4.78866
10000 -4.78929
11000 -4.78952
12000 -4.78997
13000 -4.78883
14000 -4.78971
15000 -4.79004
16000 -4.79218
17000 -4.79099
18000 -4.79213
19000 -4.79242
20000 -4.792
21000 -4.79215
22000 -4.79263
23000 -4.79209
24000 -4.7932
25000 -4.7935
26000 -4.79311
27000 -4.79382
28000 -4.79293
29000 -4.7948
30000 -4.79466
31000 -4.7947
32000 -4.79552
33000 -4.79568
34000 -4.79601
35000 -4.79512
36000 -4.79533
37000 -4.7947
38000 -4.79491
39000 -4.79453
40000 -4.79504
41000 -4.79528
42000 -4.79557
43000 -4.79505
44000 -4.79538
45000 -4.79548
46000 -4.79583
47000 -4.79654
48000 -4.79539
49000 -4.79668
50000 -4.79603
