# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5722.97 12.6481 21.9071 20.6542
2000 5724.3 12.6491 21.9088 20.6558
3000 5723.56 12.6485 21.9079 20.655
4000 5727.19 12.6512 21.9125 20.6593
5000 5726.29 12.6505 21.9114 20.6583
6000 5723.1 12.6482 21.9073 20.6544
7000 5722 12.6474 21.9059 20.6531
8000 5731.72 12.6545 21.9183 20.6648
9000 5725.25 12.6498 21.9101 20.657
10000 5719.26 12.6454 21.9024 20.6498
11000 5719.79 12.6457 21.9031 20.6504
12000 5719.47 12.6455 21.9026 20.65
13000 5725.73 12.6501 21.9107 20.6576
14000 5721.48 12.647 21.9052 20.6525
15000 5723.78 12.6487 21.9082 20.6552
16000 5730.95 12.654 21.9173 20.6639
17000 5728.06 12.6518 21.9136 20.6604
18000 5724.27 12.6491 21.9088 20.6558
19000 5722.64 12.6478 21.9067 20.6538
20000 5725.16 12.6497 21.91 20.6569
21000 5725.71 12.6501 21.9107 20.6576
22000 5722.38 12.6477 21.9064 20.6535
23000 5723.94 12.6488 21.9084 20.6554
24000 5722.79 12.648 21.9069 20.654
25000 5725.69 12.6501 21.9106 20.6575
26000 5725.5 12.65 21.9104 20.6573
27000 5725.65 12.6501 21.9106 20.6575
28000 5727.96 12.6518 21.9135 20.6603
29000 5727.08 12.6511 21.9124 20.6592
30000 5726.31 12.6505 21.9114 20.6583
31000 5724.65 12.6493 21.9093 20.6563
32000 5724.21 12.649 21.9087 20.6557
33000 5721.7 12.6472 21.9055 20.6527
34000 5728.65 12.6523 21.9144 20.6611
35000 5725.37 12.6499 21.9102 20.6572
36000 5728.02 12.6518 21.9135 20.6603
37000 5725.54 12.65 21.9104 20.6573
38000 5723.68 12.6486 21.908 20.6551
39000 5722.59 12.6478 21.9067 20.6538
40000 5723.66 12.6486 21.908 20.6551
41000 5722.65 12.6478 21.9067 20.6538
42000 5722.96 12.6481 21.9071 20.6542
43000 5726.05 12.6503 21.911 20.6579
44000 5727.12 12.6511 21.9124 20.6592
45000 5725.82 12.6502 21.9108 20.6577
46000 5725.53 12.65 21.9104 20.6573
47000 5726.03 12.6503 21.911 20.6579
48000 5723.66 12.6486 21.908 20.6551
49000 5726.08 12.6504 21.9111 20.658
50000 5726.62 12.6508 21.9118 20.6587
