# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.81526
2000 -4.8152
3000 -4.81516
4000 -4.81525
5000 -4.81544
6000 -4.81563
7000 -4.8155
8000 -4.81545
9000 -4.81553
10000 -4.81537
11000 -4.81518
12000 -4.81519
13000 -4.81534
14000 -4.81543
15000 -4.81536
16000 -4.81535
17000 -4.81529
18000 -4.81506
19000 -4.81535
20000 -4.81542
21000 -4.81548
22000 -4.81565
23000 -4.81543
24000 -4.81571
25000 -4.81556
26000 -4.81546
27000 -4.81548
28000 -4.81569
29000 -4.81538
30000 -4.81553
31000 -4.81532
32000 -4.81542
33000 -4.81547
34000 -4.81541
35000 -4.81541
36000 -4.81548
37000 -4.81536
38000 -4.81563
39000 -4.81527
40000 -4.81549
41000 -4.81544
42000 -4.81549
43000 -4.81538
44000 -4.81521
45000 -4.81533
46000 -4.81514
47000 -4.81514
48000 -4.81519
49000 -4.81533
50000 -4.81551
