# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.81413
2000 -4.81466
3000 -4.81516
4000 -4.8152
5000 -4.81517
6000 -4.81498
7000 -4.81514
8000 -4.81497
9000 -4.81488
10000 -4.81501
11000 -4.81502
12000 -4.81489
13000 -4.815
14000 -4.81514
15000 -4.81521
16000 -4.81516
17000 -4.81499
18000 -4.81489
19000 -4.81478
20000 -4.81487
21000 -4.8148
22000 -4.81481
23000 -4.81494
24000 -4.8147
25000 -4.81496
26000 -4.81483
27000 -4.81498
28000 -4.81496
29000 -4.81474
30000 -4.81494
31000 -4.81501
32000 -4.81483
33000 -4.81504
34000 -4.81512
35000 -4.81503
36000 -4.81495
37000 -4.81482
38000 -4.8149
39000 -4.81494
40000 -4.81506
41000 -4.81504
42000 -4.81509
43000 -4.81526
44000 -4.8152
45000 -4.81518
46000 -4.8153
47000 -4.81514
48000 -4.81494
49000 -4.81493
50000 -4.81488
