# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5631.43 12.5803 21.7897 20.5436
2000 5631.02 12.58 21.7892 20.543
3000 5632.08 12.5808 21.7906 20.5443
4000 5631.08 12.58 21.7893 20.5431
5000 5630.16 12.5794 21.7881 20.542
6000 5629.59 12.5789 21.7874 20.5413
7000 5630.09 12.5793 21.788 20.5419
8000 5629.99 12.5792 21.7879 20.5418
9000 5629.72 12.579 21.7875 20.5415
10000 5630.76 12.5798 21.7889 20.5427
11000 5630.87 12.5799 21.789 20.5429
12000 5629.95 12.5792 21.7878 20.5418
13000 5630.15 12.5794 21.7881 20.542
14000 5630.71 12.5798 21.7888 20.5427
15000 5629.86 12.5791 21.7877 20.5416
16000 5629.88 12.5791 21.7877 20.5417
17000 5630.28 12.5794 21.7882 20.5422
18000 5631.04 12.58 21.7892 20.5431
19000 5630.25 12.5794 21.7882 20.5421
20000 5630.49 12.5796 21.7885 20.5424
21000 5629.69 12.579 21.7875 20.5414
22000 5630.16 12.5794 21.7881 20.542
23000 5629.76 12.5791 21.7876 20.5415
24000 5629.02 12.5785 21.7866 20.5406
25000 5629.93 12.5792 21.7878 20.5417
26000 5629.47 12.5788 21.7872 20.5412
27000 5629.95 12.5792 21.7878 20.5418
28000 5629.58 12.5789 21.7873 20.5413
29000 5631.12 12.5801 21.7893 20.5432
30000 5630.81 12.5798 21.7889 20.5428
31000 5630.56 12.5797 21.7886 20.5425
32000 5630.01 12.5792 21.7879 20.5418
33000 5630.02 12.5793 21.7879 20.5418
34000 5629.25 12.5787 21.7869 20.5409
35000 5629.64 12.579 21.7874 20.5414
36000 5628.93 12.5784 21.7865 20.5405
37000 5630.6 12.5797 21.7886 20.5425
38000 5629.81 12.5791 21.7876 20.5416
39000 5629.38 12.5788 21.7871 20.5411
40000 5630.33 12.5795 21.7883 20.5422
41000 5629.66 12.579 21.7874 20.5414
42000 5630.09 12.5793 21.788 20.5419
43000 5629.9 12.5792 21.7877 20.5417
44000 5630.3 12.5795 21.7883 20.5422
45000 5630.5 12.5796 21.7885 20.5424
46000 5630.41 12.5795 21.7884 20.5423
47000 5630.17 12.5794 21.7881 20.542
48000 5629.97 12.5792 21.7878 20.5418
49000 5630.63 12.5797 21.7887 20.5426
50000 5629.77 12.5791 21.7876 20.5415
