# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 10923.8 22.1883 22.1883 22.1883
2000 10920.6 22.1861 22.1861 22.1861
3000 10918.5 22.1847 22.1847 22.1847
4000 10930.4 22.1928 22.1928 22.1928
5000 10917.2 22.1839 22.1839 22.1839
6000 10917.8 22.1842 22.1842 22.1842
7000 10920.9 22.1863 22.1863 22.1863
8000 10925 22.1891 22.1891 22.1891
9000 10922.9 22.1877 22.1877 22.1877
10000 10927.4 22.1908 22.1908 22.1908
11000 10920.8 22.1863 22.1863 22.1863
12000 10921.7 22.1869 22.1869 22.1869
13000 10918.2 22.1845 22.1845 22.1845
14000 10919.5 22.1854 22.1854 22.1854
15000 10920.8 22.1863 22.1863 22.1863
16000 10920.7 22.1862 22.1862 22.1862
17000 10922.3 22.1873 22.1873 22.1873
18000 10922.1 22.1871 22.1871 22.1871
19000 10925.3 22.1893 22.1893 22.1893
20000 10930.6 22.1929 22.1929 22.1929
21000 10932.7 22.1943 22.1943 22.1943
22000 10930.3 22.1927 22.1927 22.1927
23000 10933.2 22.1946 22.1946 22.1946
24000 10937.8 22.1978 22.1978 22.1978
25000 10925.7 22.1896 22.1896 22.1896
26000 10925.6 22.1895 22.1895 22.1895
27000 10914 22.1816 22.1816 22.1816
28000 10926 22.1898 22.1898 22.1898
29000 10921.7 22.1869 22.1869 22.1869
30000 10923.3 22.188 22.188 22.188
31000 10922 22.1871 22.1871 22.1871
32000 10917.9 22.1843 22.1843 22.1843
33000 10919.1 22.1851 22.1851 22.1851
34000 10915.3 22.1826 22.1826 22.1826
35000 10927.1 22.1905 22.1905 22.1905
36000 10917.8 22.1843 22.1843 22.1843
37000 10924 22.1885 22.1885 22.1885
38000 10919.6 22.1855 22.1855 22.1855
39000 10922.2 22.1872 22.1872 22.1872
40000 10920.8 22.1862 22.1862 22.1862
41000 10924.6 22.1888 22.1888 22.1888
42000 10921 22.1864 22.1864 22.1864
43000 10917.8 22.1843 22.1843 22.1843
44000 10920.5 22.1861 22.1861 22.1861
45000 10913.4 22.1812 22.1812 22.1812
46000 10922.4 22.1874 22.1874 22.1874
47000 10923.2 22.1879 22.1879 22.1879
48000 10920 22.1857 22.1857 22.1857
49000 10926.9 22.1904 22.1904 22.1904
50000 10924.1 22.1885 22.1885 22.1885
