# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.50135
2000 -3.5002
3000 -3.50133
4000 -3.5016
5000 -3.50255
6000 -3.50304
7000 -3.50365
8000 -3.50503
9000 -3.50708
10000 -3.50893
11000 -3.5097
12000 -3.50889
13000 -3.5091
14000 -3.50954
15000 -3.51154
16000 -3.51487
17000 -3.51693
18000 -3.51623
19000 -3.51637
20000 -3.51623
21000 -3.51659
22000 -3.51696
23000 -3.51651
24000 -3.5169
25000 -3.51714
26000 -3.51455
27000 -3.51632
28000 -3.51473
29000 -3.51593
30000 -3.51621
31000 -3.51657
32000 -3.51544
33000 -3.51617
34000 -3.51564
35000 -3.51663
36000 -3.51605
37000 -3.51668
38000 -3.51542
39000 -3.51599
40000 -3.51484
41000 -3.51588
42000 -3.516
43000 -3.51674
44000 -3.51647
45000 -3.51615
46000 -3.51703
47000 -3.51798
48000 -3.5179
49000 -3.51744
50000 -3.516
