# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.46396
2000 -3.46459
3000 -3.46562
4000 -3.46648
5000 -3.46739
6000 -3.46808
7000 -3.46993
8000 -3.47076
9000 -3.47064
10000 -3.47106
11000 -3.47103
12000 -3.47103
13000 -3.47093
14000 -3.4711
15000 -3.47125
16000 -3.47151
17000 -3.47169
18000 -3.47162
19000 -3.47157
20000 -3.47146
21000 -3.47137
22000 -3.47118
23000 -3.47146
24000 -3.47149
25000 -3.4716
26000 -3.47162
27000 -3.47166
28000 -3.47397
29000 -3.47555
30000 -3.47588
31000 -3.47601
32000 -3.47608
33000 -3.47582
34000 -3.4757
35000 -3.47607
36000 -3.47611
37000 -3.4759
38000 -3.47558
39000 -3.47585
40000 -3.47573
41000 -3.4759
42000 -3.4759
43000 -3.47624
44000 -3.47639
45000 -3.47631
46000 -3.47617
47000 -3.47601
48000 -3.47601
49000 -3.47605
50000 -3.47673
