# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.50107
2000 -3.50112
3000 -3.50149
4000 -3.50206
5000 -3.50254
6000 -3.50286
7000 -3.50322
8000 -3.50328
9000 -3.50413
10000 -3.5039
11000 -3.50368
12000 -3.50373
13000 -3.50385
14000 -3.50676
15000 -3.50843
16000 -3.50863
17000 -3.50868
18000 -3.50863
19000 -3.50912
20000 -3.50947
21000 -3.50976
22000 -3.50975
23000 -3.50957
24000 -3.50976
25000 -3.50989
26000 -3.50994
27000 -3.50994
28000 -3.50975
29000 -3.50964
30000 -3.51089
31000 -3.51101
32000 -3.5113
33000 -3.51124
34000 -3.51108
35000 -3.51093
36000 -3.51102
37000 -3.51135
38000 -3.51214
39000 -3.51196
40000 -3.51212
41000 -3.51254
42000 -3.51377
43000 -3.51364
44000 -3.5138
45000 -3.51385
46000 -3.51385
47000 -3.51399
48000 -3.51391
49000 -3.51384
50000 -3.51367
