# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.59808
2000 -3.59814
3000 -3.59782
4000 -3.59759
5000 -3.59775
6000 -3.59812
7000 -3.59808
8000 -3.59827
9000 -3.59797
10000 -3.59729
11000 -3.59732
12000 -3.59709
13000 -3.598
14000 -3.59783
15000 -3.59785
16000 -3.59763
17000 -3.5977
18000 -3.59803
19000 -3.59817
20000 -3.59819
21000 -3.59769
22000 -3.59753
23000 -3.59705
24000 -3.59737
25000 -3.59783
26000 -3.59808
27000 -3.5984
28000 -3.59786
29000 -3.59753
30000 -3.59747
31000 -3.59735
32000 -3.59802
33000 -3.59785
34000 -3.59845
35000 -3.59799
36000 -3.59786
37000 -3.59766
38000 -3.59764
39000 -3.59821
40000 -3.59793
41000 -3.5975
42000 -3.59726
43000 -3.59735
44000 -3.59777
45000 -3.59825
46000 -3.59801
47000 -3.59801
48000 -3.59733
49000 -3.59728
50000 -3.59784
