# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.53153
2000 -3.5304
3000 -3.53011
4000 -3.5307
5000 -3.53234
6000 -3.532
7000 -3.53377
8000 -3.53436
9000 -3.53448
10000 -3.53438
11000 -3.5341
12000 -3.53308
13000 -3.5341
14000 -3.5344
15000 -3.5351
16000 -3.53429
17000 -3.53375
18000 -3.53347
19000 -3.53487
20000 -3.53369
21000 -3.53395
22000 -3.53326
23000 -3.53388
24000 -3.53503
25000 -3.53489
26000 -3.53474
27000 -3.53524
28000 -3.53406
29000 -3.53485
30000 -3.53511
31000 -3.534
32000 -3.53433
33000 -3.53458
34000 -3.53709
35000 -3.53741
36000 -3.53797
37000 -3.53801
38000 -3.53923
39000 -3.53913
40000 -3.54035
41000 -3.54024
42000 -3.54007
43000 -3.54013
44000 -3.53958
45000 -3.53988
46000 -3.54012
47000 -3.53951
48000 -3.53936
49000 -3.5388
50000 -3.5407
