# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.63117
2000 -3.6312
3000 -3.63136
4000 -3.6311
5000 -3.63111
6000 -3.63124
7000 -3.63133
8000 -3.63143
9000 -3.63122
10000 -3.63109
11000 -3.63128
12000 -3.63131
13000 -3.63133
14000 -3.63145
15000 -3.63141
16000 -3.63137
17000 -3.63116
18000 -3.63114
19000 -3.63121
20000 -3.63144
21000 -3.63134
22000 -3.63134
23000 -3.63131
24000 -3.63122
25000 -3.63118
26000 -3.63111
27000 -3.63114
28000 -3.63115
29000 -3.63121
30000 -3.63139
31000 -3.63135
32000 -3.63128
33000 -3.63145
34000 -3.63135
35000 -3.63135
36000 -3.63127
37000 -3.63143
38000 -3.63137
39000 -3.63135
40000 -3.63119
41000 -3.6311
42000 -3.63133
43000 -3.63116
44000 -3.63123
45000 -3.63105
46000 -3.63116
47000 -3.63116
48000 -3.63125
49000 -3.63126
50000 -3.63107
