# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.89816
2000 -3.90373
3000 -3.90624
4000 -3.90672
5000 -3.90642
6000 -3.90659
7000 -3.90667
8000 -3.90651
9000 -3.90665
10000 -3.90708
11000 -3.90774
12000 -3.90777
13000 -3.90771
14000 -3.9079
15000 -3.90795
16000 -3.90772
17000 -3.90832
18000 -3.909
19000 -3.90982
20000 -3.90992
21000 -3.9106
22000 -3.91056
23000 -3.91095
24000 -3.91069
25000 -3.91119
26000 -3.9113
27000 -3.91202
28000 -3.91218
29000 -3.91241
30000 -3.91235
31000 -3.91241
32000 -3.91218
33000 -3.91216
34000 -3.912
35000 -3.91235
36000 -3.91256
37000 -3.91225
38000 -3.91215
39000 -3.91238
40000 -3.91235
41000 -3.91241
42000 -3.9125
43000 -3.91207
44000 -3.91221
45000 -3.91236
46000 -3.91212
47000 -3.9119
48000 -3.91203
49000 -3.91223
50000 -3.91219
