# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.94555
2000 -3.94563
3000 -3.94773
4000 -3.94613
5000 -3.9468
6000 -3.94703
7000 -3.9455
8000 -3.9482
9000 -3.9507
10000 -3.94872
11000 -3.95106
12000 -3.95044
13000 -3.95217
14000 -3.95322
15000 -3.9538
16000 -3.95253
17000 -3.95143
18000 -3.95502
19000 -3.95682
20000 -3.95485
21000 -3.95562
22000 -3.95736
23000 -3.95823
24000 -3.95549
25000 -3.95574
26000 -3.95677
27000 -3.95598
28000 -3.95876
29000 -3.95627
30000 -3.95765
31000 -3.95903
32000 -3.96243
33000 -3.96353
34000 -3.96309
35000 -3.96114
36000 -3.96184
37000 -3.9609
38000 -3.96139
39000 -3.96356
40000 -3.96169
41000 -3.9628
42000 -3.96223
43000 -3.96399
44000 -3.96377
45000 -3.96378
46000 -3.96473
47000 -3.96602
48000 -3.96463
49000 -3.96568
50000 -3.96461
