# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.91887
2000 -3.92239
3000 -3.9206
4000 -3.92084
5000 -3.92733
6000 -3.93188
7000 -3.9323
8000 -3.9356
9000 -3.9347
10000 -3.93588
11000 -3.93765
12000 -3.93786
13000 -3.93846
14000 -3.94168
15000 -3.94294
16000 -3.94453
17000 -3.94421
18000 -3.94615
19000 -3.94664
20000 -3.9485
21000 -3.94799
22000 -3.94863
23000 -3.94928
24000 -3.94968
25000 -3.9469
26000 -3.94756
27000 -3.94963
28000 -3.95104
29000 -3.94999
30000 -3.95134
31000 -3.94983
32000 -3.94855
33000 -3.95113
34000 -3.94982
35000 -3.94996
36000 -3.94954
37000 -3.94927
38000 -3.95122
39000 -3.95053
40000 -3.95168
41000 -3.95261
42000 -3.95297
43000 -3.95005
44000 -3.95196
45000 -3.95492
46000 -3.9556
47000 -3.95363
48000 -3.95636
49000 -3.95524
50000 -3.95563
